metz,smiles,proteinName,protein_dataset
5.6,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,MAPK8,metz
6.1,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,PIM1,metz
5.2,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,PRKCN,metz
5.4,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,STK12,metz
6.4,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,CLK4,metz
6.1,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,PLK4,metz
5.9,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,PIM3,metz
5.9,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,STK3,metz
6.4,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,CDK2,metz
5.1,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,PRKD2,metz
6.3,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,RPS6KB1,metz
5.5,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,STK17A,metz
5.6,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,CDC2,metz
5.5,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,KIAA1811,metz
5.4,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,MAPKAPK2,metz
5.5,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,MAP4K5,metz
5.7,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,SLK,metz
5.4,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,CSNK1D,metz
6.0,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,FLT4,metz
5.2,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,MARK2,metz
6.0,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,CDK5,metz
5.1,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,CHEK1,metz
5.7,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,CSF1R,metz
5.6,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,DYRK1A,metz
7.3,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,GSK3A,metz
7.1,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,GSK3B,metz
5.7,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,KDR,metz
5.6,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,LCK,metz
5.8,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,NTRK1,metz
6.0,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,PIM1,metz
5.5,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,PRKAA1,metz
5.3,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,STK12,metz
6.2,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,STK6,metz
6.4,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,PLK4,metz
5.5,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,MARK3,metz
6.0,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,STK3,metz
6.4,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,CDK2,metz
5.3,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,PRKD2,metz
6.2,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,RPS6KB1,metz
5.5,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,CDC2,metz
5.5,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,MAPKAPK2,metz
5.3,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,CSNK1D,metz
6.1,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,FLT4,metz
6.1,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,CDK5,metz
6.2,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CDK7,metz
6.6,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CDK8,metz
7.3,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CDK9,metz
6.4,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CHEK1,metz
6.6,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CSF1R,metz
6.1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CSNK1A1,metz
6.1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,DAPK3,metz
6.9,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,DYRK1A,metz
7.2,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,DYRK1B,metz
6.8,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,FGFR1,metz
6.5,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,FLT3,metz
6.1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,FYN,metz
7.1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,GPRK5,metz
6.5,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,GSK3A,metz
7.0,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,GSK3B,metz
6.4,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,IGF1R,metz
5.6,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,IKBKE,metz
6.3,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,JAK2,metz
6.2,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,JAK3,metz
5.8,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,KDR,metz
5.8,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,LCK,metz
6.3,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,LIMK1,metz
7.1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,LTK,metz
6.4,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,MAP2K1,metz
6.7,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,MAP2K2,metz
6.4,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,MAP4K2,metz
6.0,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,MAPK14,metz
6.2,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,MAPK8,metz
6.4,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,MAPK9,metz
6.2,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,MST1R,metz
6.3,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,NEK2,metz
6.9,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,NTRK1,metz
6.1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,NTRK2,metz
6.9,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,NTRK3,metz
6.1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PAK4,metz
6.0,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PDGFRA,metz
6.5,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PDGFRB,metz
7.1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PIM1,metz
6.4,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PRKAA1,metz
7.0,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PRKACA,metz
5.7,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PRKCN,metz
6.1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PRKCQ,metz
6.2,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PRKX,metz
5.4,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,PTK2,metz
6.9,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,RET,metz
6.0,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,ROCK1,metz
6.3,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,RPS6KA3,metz
6.3,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,STK12,metz
6.8,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,STK6,metz
5.6,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,TAO1,metz
7.0,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,TYRO3,metz
7.4,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CLK4,metz
7.3,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,MET,metz
6.2,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,ALK,metz
5.8,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,BTK,metz
6.5,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CAMK1D,metz
6.8,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CAMK2A,metz
6.5,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CDK5,metz
6.0,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,ABL1,metz
6.2,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,ACK1,metz
5.7,Nc1ccc2cc(NCCc3ccccc3)cc(Nc4ncccn4)c2n1,DYRK1B,metz
6.2,Nc1ccc2cc(NCCc3ccccc3)cc(Nc4ncccn4)c2n1,LIMK1,metz
5.6,Nc1ccc2cc(NCCc3ccccc3)cc(Nc4ncccn4)c2n1,MAPK14,metz
5.6,Nc1ccc2cc(NCCc3ccccc3)cc(Nc4ncccn4)c2n1,MAPK8,metz
5.5,Nc1ccc2cc(NCCc3ccccc3)cc(Nc4ncccn4)c2n1,MST1R,metz
5.6,Nc1ccc2cc(NCCc3ccccc3)cc(Nc4ncccn4)c2n1,CLK4,metz
5.8,Nc1ccc2cc(NCCc3ccccc3)cc(Nc4ncccn4)c2n1,ALK,metz
5.4,CCCCNc1ccc2C(=O)N(CCNCCO)C(=O)c3cccc1c23,RPS6KB1,metz
5.7,CCCCNc1ccc2C(=O)N(CCNCCO)C(=O)c3cccc1c23,CSNK2A1,metz
7.4,CCCCNc1ccc2C(=O)N(CCNCCO)C(=O)c3cccc1c23,DYRK3,metz
5.7,CCCCNc1ccc2C(=O)N(CCNCCO)C(=O)c3cccc1c23,EPHA2,metz
5.2,CCCCNc1ccc2C(=O)N(CCNCCO)C(=O)c3cccc1c23,FLT4,metz
7.7,CN1C=C(C=C(Nc2ccc(cn2)C(=O)N3CCOCC3)C1=O)c4cccc(NC(=O)c5ccc(cc5)C(C)(C)C)c4C,BTK,metz
6.2,CN1C=C(C=C(Nc2ccc(cn2)C(=O)N3CCOCC3)C1=O)c4cccc(NC(=O)c5ccc(cc5)C(C)(C)C)c4CO,CLK2,metz
8.5,CN1C=C(C=C(Nc2ccc(cn2)C(=O)N3CCOCC3)C1=O)c4cccc(NC(=O)c5ccc(cc5)C(C)(C)C)c4CO,BTK,metz
6.6,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,CSNK1A1,metz
6.3,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,DAPK3,metz
6.7,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,DYRK1A,metz
6.0,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,DYRK1B,metz
5.4,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,FYN,metz
6.2,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,GSK3A,metz
6.0,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,GSK3B,metz
5.6,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,IKBKE,metz
6.4,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,JAK2,metz
6.6,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,JAK3,metz
5.7,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,KDR,metz
5.5,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,LCK,metz
7.0,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,LRRK2,metz
6.0,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,LTK,metz
7.6,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,MAP2K1,metz
7.4,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,MAP2K2,metz
6.9,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,MAP4K2,metz
6.8,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,MST1R,metz
6.0,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,PAK4,metz
7.5,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,PIM1,metz
6.6,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,PRKAA1,metz
6.3,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,PRKACA,metz
6.2,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,PRKCQ,metz
5.8,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,PRKX,metz
6.5,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,RPS6KA3,metz
6.3,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,STK12,metz
5.8,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,TAO1,metz
5.7,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,TYRO3,metz
7.6,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,STK3,metz
6.4,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,CAMK2D,metz
6.7,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,CDK2,metz
7.5,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,HIPK2,metz
8.9,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,MINK,metz
6.5,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,PKN2,metz
8.1,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,STK17A,metz
8.4,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,MAP4K5,metz
8.2,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,SYK,metz
9.6,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,WEE1,metz
5.5,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,ALK,metz
6.2,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,CAMK1D,metz
6.4,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,CDK5,metz
6.8,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,ABL1,metz
5.8,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,ACK1,metz
7.0,Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,ACVR1,metz
7.3,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,CDK7,metz
6.2,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,CHEK1,metz
6.9,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,CSF1R,metz
7.7,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,DAPK3,metz
6.6,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,DYRK1B,metz
7.2,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,FGFR1,metz
7.6,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,FLT1,metz
8.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,FLT3,metz
6.0,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,GSK3A,metz
5.9,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,GSK3B,metz
6.2,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,IKBKE,metz
7.6,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,JAK2,metz
6.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,JAK3,metz
7.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,KDR,metz
7.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,LCK,metz
6.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,LIMK1,metz
6.7,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,LRRK2,metz
6.3,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,MAP2K1,metz
6.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,MAP2K2,metz
5.6,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,MAP4K2,metz
5.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,MAP4K4,metz
6.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,MST1R,metz
7.2,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,NTRK1,metz
6.7,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,NTRK2,metz
7.1,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,NTRK3,metz
6.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PAK4,metz
7.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PDGFRA,metz
7.2,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PDGFRB,metz
6.3,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PRKAA1,metz
5.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PTK2,metz
8.0,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,RET,metz
5.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,RPS6KA3,metz
7.3,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,STK12,metz
7.8,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,STK6,metz
6.1,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,TAO1,metz
6.8,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,TBK1,metz
6.3,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,CLK4,metz
6.8,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,ITK,metz
7.6,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PLK4,metz
5.7,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,INSR,metz
7.0,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,FGFR3,metz
6.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,KIT,metz
5.9,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PTK6,metz
6.7,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,TYK2,metz
5.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,MARK3,metz
6.7,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,ROS1,metz
5.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,STK3,metz
7.2,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,BLK,metz
6.8,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,HIPK2,metz
5.3,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,IRAK1,metz
6.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,IRAK4,metz
5.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,MINK,metz
5.9,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PDPK1,metz
5.6,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PRKCG,metz
6.1,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,RPS6KB1,metz
7.8,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,SRC,metz
6.6,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,STK17A,metz
5.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,HIPK4,metz
5.3,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,KIAA1811,metz
5.6,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,PAK1,metz
7.4,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,FRK,metz
7.0,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,MAP4K5,metz
6.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,FER,metz
6.3,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,SLK,metz
5.6,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,EPHA2,metz
6.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,SYK,metz
6.3,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,BTK,metz
6.7,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,ABL1,metz
6.0,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,ACK1,metz
7.5,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,ACVR1,metz
5.7,CSc1nn(c(N)c1C(=O)N)c2ccccn2,CLK2,metz
6.2,CSc1nn(c(N)c1C(=O)N)c2ccccn2,DYRK1A,metz
6.0,CSc1nn(c(N)c1C(=O)N)c2ccccn2,FLT3,metz
5.2,CSc1nn(c(N)c1C(=O)N)c2ccccn2,MAP4K2,metz
5.1,CSc1nn(c(N)c1C(=O)N)c2ccccn2,MAP4K4,metz
5.4,CSc1nn(c(N)c1C(=O)N)c2ccccn2,PIM1,metz
5.4,CSc1nn(c(N)c1C(=O)N)c2ccccn2,PRKACA,metz
5.2,CSc1nn(c(N)c1C(=O)N)c2ccccn2,ROCK1,metz
5.8,CSc1nn(c(N)c1C(=O)N)c2ccccn2,STK12,metz
6.5,CSc1nn(c(N)c1C(=O)N)c2ccccn2,CLK4,metz
6.0,CSc1nn(c(N)c1C(=O)N)c2ccccn2,PLK4,metz
5.6,CSc1nn(c(N)c1C(=O)N)c2ccccn2,PIM3,metz
5.1,CSc1nn(c(N)c1C(=O)N)c2ccccn2,AKT1,metz
5.8,CSc1nn(c(N)c1C(=O)N)c2ccccn2,INSR,metz
5.3,CSc1nn(c(N)c1C(=O)N)c2ccccn2,ROCK2,metz
5.2,CSc1nn(c(N)c1C(=O)N)c2ccccn2,SGK,metz
6.2,CSc1nn(c(N)c1C(=O)N)c2ccccn2,ROS1,metz
5.4,CSc1nn(c(N)c1C(=O)N)c2ccccn2,STK3,metz
5.9,CSc1nn(c(N)c1C(=O)N)c2ccccn2,CAMK2D,metz
6.0,CSc1nn(c(N)c1C(=O)N)c2ccccn2,CAMK2G,metz
5.8,CSc1nn(c(N)c1C(=O)N)c2ccccn2,HIPK2,metz
5.7,CSc1nn(c(N)c1C(=O)N)c2ccccn2,IRAK1,metz
