drug,target,value,fold
1063,105,6.0,5
1063,107,6.3,2
1063,110,6.1,4
1063,113,5.9,3
1063,115,5.8,4
1063,117,5.8,4
1063,118,6.0,2
1063,121,5.7,1
1063,123,6.1,2
1063,124,5.7,3
1063,125,6.0,2
1063,142,6.0,4
1063,162,6.3,1
1063,163,5.5,1
1064,1,6.0,3
1064,9,6.2,5
1064,10,5.8,4
1064,12,6.8,4
1064,14,5.4,3
1064,15,5.3,3
1064,16,5.5,4
1064,17,5.8,2
1064,21,5.2,4
1064,22,6.0,1
1064,25,6.5,3
1064,26,6.8,5
1064,32,6.9,5
1064,34,5.9,3
1064,37,6.0,1
1064,38,5.4,3
1064,39,5.4,2
1064,41,5.3,3
1064,44,5.7,4
1064,45,5.6,4
1064,52,5.7,5
1064,53,6.0,5
1064,55,5.2,3
1064,56,6.1,4
1064,57,5.1,1
1064,71,6.1,5
1064,74,6.7,4
1064,75,6.0,4
1064,78,6.2,1
1064,80,6.1,3
1064,85,6.1,4
1064,87,5.7,5
1064,88,7.0,5
1064,92,6.9,4
1064,96,5.3,3
1064,98,7.0,4
1064,100,5.5,4
1064,102,5.8,2
1064,105,5.9,1
1064,107,5.1,4
1064,113,6.9,2
1064,114,5.3,3
1064,116,6.0,2
1064,121,5.9,5
1064,123,6.5,4
1064,125,6.3,2
1064,127,6.0,1
1064,131,5.9,3
1064,141,5.7,5
1064,143,5.1,4
1064,146,5.8,4
1064,153,5.6,4
1064,158,6.0,2
1064,162,7.9,2
1064,166,5.9,4
1065,1,5.1,5
1065,7,5.9,4
1065,10,5.8,1
1065,12,6.7,2
1065,14,5.3,2
1065,26,6.6,2
1065,37,5.7,2
1065,38,5.7,5
1065,41,5.5,4
1065,52,5.3,1
1065,57,5.2,3
1065,74,7.0,4
1065,88,6.1,3
1065,92,6.6,4
1065,96,5.2,4
1065,98,6.6,4
1065,107,5.2,4
1065,113,7.3,4
1065,118,5.2,1
1065,123,5.8,2
1065,142,5.4,1
1065,162,7.4,2
1066,6,4.0,2
1066,8,4.3,3
1066,26,4.3,2
1066,27,4.9,1
1066,37,4.3,3
1066,38,4.4,1
1066,79,4.3,4
1066,87,4.4,1
1066,88,5.5,1
1066,91,4.0,4
1066,92,4.5,1
1066,93,4.1,4
1066,98,4.6,1
1066,108,4.6,3
1066,124,4.1,3
1066,162,5.6,3
1067,88,5.7,1
1067,92,5.9,4
1067,162,5.6,4
1068,2,9.2,2
1068,3,8.9,1
1068,4,6.8,4
1068,5,6.4,5
1068,6,8.7,4
1068,7,6.5,4
1068,8,6.0,3
1068,9,5.6,2
1068,28,7.4,1
1068,29,8.1,4
1068,30,6.4,5
1068,31,6.2,3
1068,33,8.1,5
1068,34,5.4,2
1068,49,7.4,1
1068,50,6.4,4
1068,51,5.8,2
1068,52,8.2,3
1068,59,6.4,2
1068,61,7.5,4
1068,65,8.8,2
1068,66,6.3,5
1068,70,8.3,1
1068,71,5.6,2
1068,78,8.0,5
1068,80,7.1,3
1068,81,5.6,2
1068,86,5.7,1
1068,87,7.2,3
1068,90,6.4,5
1068,91,7.3,4
1068,99,6.1,3
1068,109,6.8,5
1068,110,6.1,2
1068,118,5.6,1
1068,119,6.6,1
1068,123,7.1,3
1068,125,6.0,1
1068,126,8.5,3
1068,127,8.4,5
1068,128,6.3,5
1068,129,9.3,1
1068,130,9.1,1
1068,131,8.1,2
1068,135,6.8,4
1068,136,8.8,3
1068,148,5.6,3
1068,155,8.9,3
1068,160,9.3,4
1069,35,5.8,3
1069,38,5.7,5
1069,39,5.5,2
1069,64,5.7,5
1069,88,5.8,5
1069,89,5.8,2
1069,92,5.6,4
1069,108,5.7,5
1069,117,5.5,1
1070,2,6.4,5
1070,3,6.0,3
1070,14,5.2,5
1070,23,6.1,1
1070,29,7.0,4
1070,33,5.4,2
1070,39,5.8,4
1070,42,5.7,3
1070,44,7.1,2
1070,49,7.6,5
1070,51,6.3,1
1070,53,5.7,5
1070,57,5.3,4
1070,60,5.9,1
1070,63,6.0,1
1070,65,7.2,2
1070,70,6.8,3
1070,71,6.5,1
1070,75,5.3,5
1070,80,5.1,2
1070,85,5.2,4
1070,88,5.2,1
1070,101,5.2,4
1070,110,6.1,2
1070,114,5.4,3
1070,116,6.4,1
1070,118,6.4,4
1070,127,5.8,2
1070,129,7.0,3
1070,131,7.0,3
1070,133,6.8,5
1070,134,7.3,2
1071,2,6.1,1
1071,10,6.7,4
1071,11,5.4,1
1071,15,6.8,1
1071,20,5.5,3
1071,31,6.3,5
1071,39,6.4,5
1071,49,6.4,3
1071,58,7.3,5
1071,65,9.0,2
1071,72,7.6,3
1071,81,5.7,5
1071,84,5.4,5
1071,99,5.8,3
1071,103,6.1,5
1071,106,6.7,2
1071,117,7.5,4
1071,118,6.8,3
1071,129,6.8,4
1071,132,7.3,2
1071,133,8.5,2
1071,142,6.4,3
1072,4,5.5,3
1072,6,5.7,1
1072,7,5.7,3
1072,9,6.0,5
1072,10,6.0,1
1072,26,5.3,1
1072,27,6.0,4
1072,30,5.4,2
1072,31,5.4,3
1072,35,6.4,2
1072,36,6.1,3
1072,38,5.8,3
1072,47,5.6,4
1072,48,5.5,2
1072,49,5.5,3
1072,52,5.4,3
1072,64,6.5,5
1072,66,5.5,4
1072,70,5.8,1
1072,71,5.6,1
1072,78,5.4,5
1072,79,5.7,5
1072,81,6.0,5
1072,87,5.8,1
1072,88,6.4,1
1072,89,5.4,2
1072,90,6.0,4
1072,92,5.9,5
1072,98,6.2,1
1072,106,5.9,1
1072,108,6.0,2
1072,117,6.5,3
1072,118,5.5,1
1072,119,5.8,1
1072,124,6.0,3
1072,127,6.5,2
1072,128,5.5,4
1072,131,5.5,5
1072,135,6.2,2
1072,136,5.5,1
1072,148,5.5,2
1073,1,5.1,5
1073,3,6.6,1
1073,21,5.8,1
1073,25,5.4,1
1073,29,5.1,1
1073,33,6.2,1
1073,37,5.3,5
1073,38,5.2,1
1073,52,5.3,4
1073,55,5.2,5
1073,59,5.4,4
1073,60,7.4,5
1073,61,5.7,4
1073,63,6.0,5
1073,65,6.4,3
1073,70,6.1,5
1073,71,6.5,3
1073,80,5.8,4
1073,82,5.2,4
1073,88,5.4,2
1073,101,7.0,1
1073,114,5.5,4
1073,117,6.7,1
1073,118,5.5,1
1073,129,7.1,3
1073,140,5.5,4
1073,150,5.5,5
1073,158,5.9,4
1073,162,5.4,1
1074,1,5.2,4
1074,7,6.8,1
1074,9,6.5,5
1074,13,6.0,3
1074,14,5.6,5
1074,16,5.5,1
1074,21,6.5,5
1074,32,6.7,2
1074,37,5.8,2
1074,38,6.6,3
1074,41,6.1,3
1074,42,5.7,3
1074,52,5.9,4
1074,54,5.8,3
1074,56,6.2,5
1074,77,5.5,3
1074,80,6.5,3
1074,82,6.0,1
1074,87,5.7,1
1074,88,6.2,1
1074,92,5.1,5
1074,96,5.1,1
1074,98,5.7,1
1074,100,6.2,1
1074,101,5.6,4
1074,112,5.2,2
1074,113,5.8,5
1074,116,5.8,5
1074,118,6.6,1
1074,122,6.1,2
1074,124,5.3,1
1074,134,5.5,4
1074,138,5.9,4
1074,143,6.2,2
1074,157,5.2,5
1074,158,6.5,5
1074,162,5.6,2
1074,163,6.4,1
1074,166,5.9,3
1075,7,6.2,5
1075,9,5.9,1
1075,15,5.2,3
1075,16,5.5,1
1075,20,5.2,1
1075,21,6.5,3
1075,25,5.5,5
1075,32,6.1,5
1075,33,5.9,2
1075,38,6.0,5
1075,42,5.5,3
1075,52,5.5,5
1075,54,5.8,3
1075,55,5.5,4
1075,59,5.4,2
1075,61,5.3,2
1075,66,5.2,4
1075,69,5.2,5
1075,73,5.2,3
1075,75,5.3,2
1075,80,6.0,5
1075,87,5.5,5
1075,88,5.7,5
1075,92,5.6,5
1075,96,5.3,4
1075,98,5.6,4
1075,101,5.4,4
1075,111,5.4,3
1075,112,5.2,1
1075,113,5.9,5
1075,114,5.2,1
1075,118,6.0,3
1075,122,5.8,4
1075,124,5.1,4
1075,138,5.5,1
1075,140,5.6,3
1075,142,5.4,2
1075,143,6.1,4
1075,157,5.2,4
1075,158,6.2,4
1075,159,6.0,3
1075,162,6.1,1
1075,163,5.5,2
1076,16,5.3,1
1076,162,5.2,4
1077,1,6.0,3
1077,45,5.8,2
1077,85,5.5,1
1077,88,6.3,1
1077,92,5.1,1
1077,97,5.1,5
1077,99,5.1,1
1078,10,6.4,2
1078,29,5.9,1
1078,31,5.6,2
1078,34,5.3,5
1078,35,6.1,4
1078,37,6.0,5
1078,38,6.1,2
1078,52,5.7,2
1078,65,5.4,1
1078,79,6.4,5
1078,80,5.5,5
1078,88,6.6,5
1078,89,5.5,1
1078,90,5.7,4
1078,108,6.7,4
1078,109,6.5,4
1078,117,5.5,1
1078,118,5.7,3
1078,119,5.7,2
1078,124,6.7,5
1078,128,5.3,1
1078,129,5.7,3
1078,131,5.9,1
1078,136,7.0,2
1079,7,5.5,2
1079,29,5.9,4
1079,88,7.0,1
1079,89,6.8,3
1079,118,6.1,2
1079,124,8.1,1
1079,129,6.1,4
1079,131,5.6,4
1080,36,5.4,4
1080,108,5.5,1
1081,1,5.6,5
1081,2,5.8,5
1081,3,5.5,3
1081,27,5.9,3
1081,29,7.2,5
1081,34,5.5,1
1081,48,5.4,5
1081,49,6.5,1
1081,51,6.6,2
1081,59,6.6,4
1081,65,5.8,2
1081,66,5.7,3
1081,70,6.1,5
1081,71,6.2,1
1081,78,5.6,5
1081,80,6.0,5
1081,81,5.0,4
1081,86,5.9,2
1081,88,6.6,2
1081,89,6.7,1
1081,90,5.7,3
1081,91,6.3,5
1081,94,6.7,3
1081,110,5.5,2
1081,119,5.8,4
1081,124,6.5,5
1081,129,6.7,3
1081,130,5.7,4
1081,131,6.7,5
1081,148,6.0,1
1081,155,6.3,3
1082,2,4.2,4
1082,4,4.3,1
1082,6,4.4,4
1082,7,4.3,4
1082,10,4.7,5
1082,26,4.4,1
1082,27,4.3,4
1082,29,4.5,3
1082,30,4.1,3
1082,34,4.2,5
1082,35,4.8,3
1082,36,4.6,3
1082,37,4.8,1
1082,38,4.8,1
1082,47,4.4,3
1082,49,4.1,3
1082,51,4.0,4
1082,59,4.5,1
1082,64,5.4,5
1082,66,4.2,4
1082,70,4.3,2
1082,71,4.2,3
1082,79,4.4,2
1082,80,4.1,4
1082,81,4.2,1
1082,87,4.2,3
1082,88,5.2,2
1082,89,4.4,2
1082,90,4.8,3
1082,91,4.1,4
1082,92,4.3,1
1082,93,4.2,5
1082,94,4.1,5
1082,98,4.4,4
1082,106,4.4,5
1082,108,4.6,4
1082,110,4.1,5
1082,117,4.2,5
1082,118,4.5,2
1082,119,4.7,3
1082,124,4.6,5
1082,127,4.7,5
1082,129,4.1,3
1082,130,4.3,3
1082,131,4.3,1
1082,135,4.6,4
1082,148,4.0,1
1083,3,4.5,3
1083,4,4.9,5
1083,5,4.3,5
1083,6,4.2,4
1083,8,4.6,4
1083,27,4.1,1
1083,29,4.3,5
1083,39,4.3,4
1083,65,4.8,2
1083,70,4.6,2
1083,79,6.0,1
1083,88,4.9,5
1083,91,5.3,3
1083,106,4.1,5
1083,108,5.2,3
1083,109,4.9,3
1083,110,5.0,3
1083,117,4.0,4
1083,124,4.2,2
1083,126,5.0,1
1083,127,4.0,3
1083,129,4.6,4
1083,131,4.7,2
1083,136,5.5,3
1083,147,5.3,2
1084,2,7.8,2
1084,6,7.0,2
1084,29,7.9,2
1084,34,5.3,1
1084,49,5.6,1
1084,51,5.9,1
1084,71,6.5,2
1084,90,6.4,4
1084,108,7.7,3
1084,110,7.1,1
1084,118,6.6,5
1084,130,8.0,5
1084,131,6.3,5
1085,6,6.7,4
1085,29,6.5,4
1085,51,8.0,1
1085,71,7.9,2
1085,81,7.2,2
1085,108,6.8,2
1085,126,7.0,4
1085,130,6.8,1
1085,131,8.5,4
1086,33,5.3,2
1086,38,5.3,4
1086,43,5.1,1
1086,80,5.3,2
1086,92,5.3,3
1086,162,5.7,5
1087,34,6.7,1
1087,156,5.7,2
1088,4,5.5,3
1088,59,5.6,1
1088,92,5.7,2
1088,108,5.5,5
1088,135,5.9,5
1089,29,6.9,1
1089,49,5.9,4
1089,126,5.6,1
1089,131,7.1,3
1090,3,7.4,2
1090,4,5.8,2
1090,6,6.8,4
1090,29,8.2,2
1090,33,6.5,4
1090,34,5.8,4
1090,49,7.2,4
1090,53,7.0,3
1090,65,6.2,3
1090,70,5.7,4
1090,78,5.9,1
1090,80,6.8,5
1090,90,6.4,4
1090,91,6.0,2
1090,116,6.6,5
1090,118,5.6,5
1090,119,5.7,2
1090,126,5.6,1
1090,127,7.2,5
1090,129,7.5,1
1090,130,6.0,3
1090,131,7.7,5
1090,136,6.7,1
1091,17,5.6,4
1091,23,6.1,4
1091,29,6.2,1
1091,34,5.6,2
1091,44,6.5,3
1091,49,5.8,5
1091,55,5.9,2
1091,58,5.9,3
1091,60,6.0,2
1091,61,5.3,4
1091,63,6.8,5
1091,90,5.7,4
1091,100,5.6,5
1091,101,7.3,3
1091,114,5.2,5
1091,118,6.1,3
1091,123,5.8,5
1091,129,6.4,1
1091,131,5.8,1
1091,132,7.7,1
1091,135,6.0,1
1092,2,7.1,1
1092,3,6.7,4
1092,4,5.5,1
1092,6,8.0,2
1092,23,8.2,1
1092,30,6.0,4
1092,33,7.3,5
1092,34,5.5,4
1092,44,7.1,1
1092,49,8.1,1
1092,52,5.8,5
1092,57,5.3,2
1092,58,5.9,3
1092,59,5.8,2
1092,60,6.6,1
1092,61,5.8,4
1092,63,7.2,1
1092,65,6.3,3
1092,70,7.6,4
1092,76,6.0,1
1092,80,5.9,4
1092,90,6.0,3
1092,99,5.4,5
1092,100,5.7,2
1092,101,7.8,4
1092,103,5.6,5
1092,115,7.9,2
1092,116,6.5,4
1092,118,5.9,3
1092,123,5.9,2
1092,129,7.0,3
1092,130,7.8,5
1092,131,8.0,3
1092,132,6.4,4
1092,133,7.3,2
1092,136,5.7,3
1092,142,5.7,5
1092,147,7.4,2
1093,3,7.2,5
1093,4,6.7,3
1093,6,6.4,2
1093,10,6.4,5
1093,29,6.4,2
1093,33,7.5,1
1093,51,5.5,4
1093,53,6.3,4
1093,65,7.1,1
1093,78,5.4,2
1093,90,6.4,5
1093,91,6.8,4
1093,118,7.1,2
1093,127,5.8,1
1093,131,7.3,3
1093,135,5.6,5
1093,155,6.9,5
1094,2,6.7,1
1094,6,7.2,2
1094,23,5.5,2
1094,71,5.5,1
1094,88,6.4,2
1094,130,7.3,1
1094,136,5.8,2
1094,137,5.5,5
1094,139,5.9,2
1095,3,6.4,5
1095,5,5.6,2
1095,14,5.5,5
1095,16,5.5,3
1095,23,5.2,3
1095,33,5.8,5
1095,41,5.6,5
1095,43,5.5,2
1095,44,6.6,1
1095,45,5.1,4
1095,55,6.4,3
1095,58,6.8,1
1095,60,6.0,2
1095,61,5.3,3
1095,63,6.8,2
1095,80,6.0,5
1095,87,5.9,2
1095,92,5.7,5
1095,97,6.0,4
1095,100,5.6,2
1095,101,6.4,4
1095,103,6.2,4
1095,114,5.9,2
1095,116,5.8,5
1095,117,5.4,2
1095,126,6.3,1
1095,132,7.6,3
1095,150,6.5,2
1095,162,5.9,3
1095,165,6.1,4
1095,167,5.6,4
1095,169,6.5,2
1096,3,6.9,1
1096,6,6.6,5
1096,10,6.5,5
1096,20,5.0,1
1096,23,5.9,4
1096,29,6.6,4
1096,30,5.7,4
1096,33,7.7,3
1096,45,5.3,5
1096,49,6.2,4
1096,58,6.7,1
1096,59,5.6,3
1096,60,6.2,3
1096,63,6.0,2
1096,72,6.3,3
1096,78,5.4,5
1096,80,5.5,4
1096,103,5.7,1
1096,110,6.5,4
1096,130,6.2,1
1096,131,6.8,4
1097,3,6.0,4
1097,6,6.0,2
1097,10,7.4,1
1097,29,6.5,5
1097,65,5.4,1
1097,118,8.3,4
1097,130,6.5,2
1097,131,6.8,4
1097,137,7.7,5
1098,27,5.6,1
1098,35,5.8,1
1098,38,5.5,5
1099,21,5.2,3
1099,88,5.2,2
1099,92,5.3,5
1099,116,5.8,1
1099,149,5.8,3
1099,158,5.9,2
1100,88,5.2,1
1100,92,5.4,1
1100,138,5.4,2
1101,59,5.3,1
1101,88,5.1,3
1102,88,5.4,1
1102,92,5.6,2
1103,92,7.6,1
1103,110,5.6,2
1103,132,6.2,1
1104,6,4.2,2
1104,27,4.0,2
1104,38,6.0,2
1104,64,4.3,3
1104,66,4.1,5
1104,88,4.9,5
1104,92,4.1,5
1104,117,4.0,1
1104,118,4.2,4
1104,119,4.3,3
1104,124,4.3,3
1104,126,4.0,1
1104,127,4.4,1
1104,130,4.2,5
1104,131,4.1,1
1105,1,7.1,2
1105,2,6.4,3
1105,8,7.2,4
1105,9,6.8,3
1105,11,5.5,1
1105,13,5.9,3
1105,14,6.0,2
1105,15,6.6,2
1105,17,7.5,5
1105,18,7.8,3
1105,19,6.2,3
1105,21,5.1,4
1105,23,6.0,5
1105,24,5.2,4
1105,26,6.4,5
1105,29,5.2,4
1105,32,6.2,4
1105,33,5.6,1
1105,37,6.9,1
1105,38,6.9,5
1105,39,7.9,4
1105,40,5.2,4
1105,41,5.9,5
1105,42,6.5,4
1105,44,6.1,3
1105,45,6.4,2
1105,46,5.4,4
1105,52,6.0,1
1105,53,8.5,2
1105,54,5.6,2
1105,55,5.2,4
1105,56,6.7,1
1105,57,5.4,3
1105,59,5.3,3
1105,61,5.6,4
1105,63,5.8,3
1105,66,6.4,2
1105,70,5.4,1
1105,71,6.5,1
1105,73,5.9,1
1105,75,7.4,5
1105,76,5.8,1
1105,79,5.7,2
1105,80,6.1,4
1105,83,5.1,5
1105,85,6.2,4
1105,87,7.7,4
1105,88,7.7,5
1105,92,5.3,4
1105,96,6.6,2
1105,97,6.1,5
1105,98,6.9,3
1105,99,5.7,4
1105,100,7.1,3
1105,101,5.4,4
1105,102,6.4,3
1105,104,5.6,4
1105,105,6.7,4
1105,107,6.2,3
1105,110,6.5,5
1105,112,5.7,4
1105,114,5.6,1
1105,117,6.3,3
1105,118,5.5,5
1105,121,6.3,2
1105,123,5.8,3
1105,124,5.7,3
1105,134,5.7,5
1105,135,5.9,1
1105,138,6.2,1
1105,142,5.6,3
1105,143,5.2,2
1105,150,6.8,2
1105,151,5.6,2
1105,157,5.7,4
1105,161,5.2,2
1106,1,6.2,2
1106,8,6.1,5
1106,9,6.5,4
1106,14,5.5,4
1106,15,6.1,1
1106,17,6.5,4
1106,18,6.8,1
1106,19,5.4,5
1106,33,5.2,5
1106,37,6.1,1
1106,38,6.2,3
1106,39,7.3,4
1106,41,5.8,5
1106,45,5.9,3
1106,52,5.5,4
1106,53,8.0,2
1106,56,6.4,4
1106,57,5.2,5
1106,60,6.1,2
1106,66,5.6,4
1106,75,6.8,4
1106,80,5.7,2
1106,85,5.7,4
1106,87,6.0,4
1106,88,6.8,2
1106,96,6.2,3
1106,98,5.7,5
1106,99,5.4,3
1106,100,5.5,3
1106,105,5.9,3
1106,107,5.8,2
1106,110,6.2,1
1106,112,5.2,5
1106,117,5.3,1
1106,124,5.8,2
1106,150,5.9,3
1106,151,5.2,4
1107,1,6.0,4
1107,2,6.0,3
1107,8,5.9,3
1107,9,5.9,2
1107,13,6.0,1
1107,14,5.6,5
1107,15,5.7,5
1107,17,6.7,1
1107,18,6.6,1
1107,37,5.8,3
1107,38,5.5,2
1107,39,7.0,1
1107,41,5.5,5
1107,42,5.7,2
1107,45,5.3,3
1107,52,5.4,4
1107,53,7.8,1
1107,56,6.3,4
1107,57,5.3,3
1107,66,5.3,4
1107,71,5.9,2
1107,75,6.2,2
1107,80,5.5,1
1107,87,6.1,5
1107,88,7.2,2
1107,96,5.7,1
1107,98,5.9,5
1107,99,5.2,5
1107,100,5.3,1
1107,101,5.2,1
1107,105,5.8,2
1107,107,5.4,3
1107,117,5.1,1
1107,124,5.7,4
1107,138,5.5,3
1107,145,6.1,1
1107,149,6.0,2
1107,150,6.4,4
1108,14,5.4,4
1108,41,5.3,1
1108,57,5.3,2
1108,92,5.9,4
1108,150,5.1,1
1108,162,5.5,4
1109,8,5.9,2
1109,15,6.6,4
1109,18,6.3,2
1109,37,5.1,3
1109,39,6.8,5
1109,45,5.2,5
1109,53,7.5,5
1109,96,5.4,4
1109,107,5.4,3
1109,112,5.2,1
1109,124,5.3,4
1110,32,8.2,5
1110,38,7.4,3
1110,74,7.9,1
1110,80,6.2,2
1110,88,8.0,2
1110,92,7.5,3
1110,96,6.2,3
1110,97,5.0,4
1111,28,5.6,1
1111,64,6.1,4
1112,1,6.5,3
1112,5,5.5,2
1112,6,6.7,3
1112,7,6.1,3
1112,9,6.4,5
1112,26,6.1,3
1112,27,6.5,3
1112,28,6.0,3
1112,30,6.3,3
1112,31,5.7,2
1112,34,5.8,2
1112,35,6.7,5
1112,36,6.1,2
1112,39,6.3,3
1112,49,6.5,1
1112,50,6.6,2
1112,52,6.0,4
1112,59,5.7,4
1112,64,7.5,4
1112,66,5.8,5
1112,78,6.2,5
1112,79,7.9,1
1112,80,6.4,1
1112,87,6.4,2
1112,88,7.2,1
1112,90,7.6,3
1112,93,5.8,4
1112,94,6.2,1
1112,98,7.1,5
1112,106,6.7,4
1112,110,5.6,1
1112,117,7.5,3
1112,119,6.6,4
1112,124,6.6,2
1112,126,6.3,5
1112,127,6.0,4
1112,128,6.1,1
1112,131,6.3,2
1112,135,6.5,5
1112,136,6.2,5
1112,148,6.3,5
1112,155,5.9,4
1113,36,6.1,5
1113,108,5.5,1
1114,64,5.6,3
1114,88,5.8,4
1114,117,5.5,1
1114,124,5.6,3
1115,37,5.4,3
1115,38,5.5,1
1115,39,5.1,4
1115,57,5.2,4
1115,96,5.1,3
1115,98,5.6,2
1116,7,5.6,4
1116,10,5.3,3
1116,12,6.7,2
1116,15,6.5,2
1116,18,6.5,2
1116,19,6.2,4
1116,20,6.4,2
1116,24,6.4,3
1116,26,6.8,3
1116,28,6.0,2
1116,31,5.6,3
1116,39,6.3,4
1116,40,6.4,4
1116,50,6.0,3
1116,53,6.1,1
1116,64,6.1,1
1116,66,6.5,2
1116,73,5.7,1
1116,77,6.2,2
1116,83,5.5,1
1116,85,6.5,4
1116,92,6.8,1
1116,95,5.7,1
1116,96,6.3,4
1116,97,5.8,3
1116,99,6.3,5
1116,100,6.2,3
1116,103,6.1,4
1116,106,5.5,5
1116,107,6.2,2
1116,110,5.7,4
1116,117,5.9,1
1116,118,5.9,1
1116,122,6.2,2
1116,124,5.7,5
1116,135,5.6,5
1116,143,5.2,5
1116,144,5.5,4
1116,157,6.1,2
1116,161,6.4,1
1116,164,6.3,4
1117,23,7.5,5
1117,38,7.5,2
1117,134,6.4,1
1118,2,5.9,3
1118,3,5.3,5
1118,4,5.8,5
1118,5,5.6,3
1118,6,7.0,2
1118,7,6.3,5
1118,8,6.1,2
1118,9,6.4,3
1118,10,6.3,1
1118,26,6.1,5
1118,27,6.8,1
1118,28,6.0,3
1118,29,5.7,1
1118,30,6.0,1
1118,31,5.9,4
1118,34,6.0,2
1118,35,7.0,1
1118,36,6.0,3
1118,37,5.4,5
1118,38,5.9,1
1118,39,6.1,4
1118,47,6.3,4
1118,48,6.3,5
1118,49,6.4,5
1118,50,6.4,1
1118,51,5.9,3
1118,52,5.9,4
1118,59,6.6,1
1118,64,9.0,3
1118,65,5.7,1
1118,66,6.0,1
1118,70,6.0,1
1118,71,6.3,3
1118,78,6.1,4
1118,79,5.9,1
1118,80,6.3,2
1118,81,6.2,3
1118,86,5.7,3
1118,87,6.4,4
1118,88,7.6,1
1118,89,6.0,2
1118,90,6.9,2
1118,91,6.1,2
1118,92,6.0,4
1118,93,6.4,4
1118,94,6.5,2
1118,98,7.2,4
1118,106,6.9,3
1118,108,6.0,4
1118,109,5.8,5
1118,110,6.4,2
1118,117,7.6,3
1118,118,6.2,1
1118,119,6.6,4
1118,124,7.1,4
1118,126,6.2,1
1118,127,6.2,3
1118,128,6.1,5
1118,129,6.2,3
1118,130,6.4,4
1118,131,6.5,1
1118,135,7.0,1
1118,136,6.3,3
1118,148,5.7,1
1118,155,6.2,2
1119,15,6.1,1
1119,18,5.1,1
1119,37,5.5,4
1119,38,5.7,5
1119,39,5.2,2
1119,53,5.2,5
1120,9,6.9,5
1120,21,5.1,2
1120,25,5.4,4
1120,29,5.1,2
1120,33,5.7,1
1120,37,8.2,1
1120,38,8.4,1
1120,41,5.4,1
1120,42,6.7,1
1120,54,6.3,1
1120,57,5.5,2
1120,59,5.7,3
1120,61,5.6,4
1120,74,5.6,5
1120,75,5.7,3
1120,79,5.4,1
1120,80,6.2,1
1120,88,6.5,1
1120,92,5.4,1
1120,96,5.8,4
1120,98,6.2,3
1120,101,5.3,1
1120,107,6.2,2
1120,110,5.9,5
1120,111,6.0,4
1120,113,5.4,4
1120,114,6.4,3
1120,124,5.6,1
1120,125,5.4,2
1120,138,6.6,5
1120,140,6.0,1
1121,1,5.8,1
1121,7,5.8,1
1121,8,5.4,1
1121,9,6.8,4
1121,10,6.1,3
1121,12,6.2,2
1121,13,6.3,5
1121,14,5.6,1
1121,15,6.3,1
1121,17,6.1,2
1121,18,5.7,4
1121,21,5.7,1
1121,26,6.1,2
1121,32,7.4,5
1121,33,5.5,3
1121,37,7.6,5
1121,38,7.5,4
1121,39,5.2,5
1121,41,5.6,4
1121,42,6.4,4
1121,45,5.3,1
1121,52,5.1,1
1121,53,5.5,4
1121,54,5.7,2
1121,55,6.2,1
1121,56,5.8,1
1121,57,5.5,1
1121,59,6.4,1
1121,61,5.6,1
1121,66,5.4,1
1121,69,5.6,5
1121,70,5.4,4
1121,73,5.3,4
1121,74,6.6,1
1121,75,6.9,1
1121,79,5.3,4
1121,80,6.4,4
1121,82,5.4,2
1121,83,6.1,1
1121,85,5.3,2
1121,88,6.9,3
1121,92,6.6,3
1121,94,5.9,2
1121,98,6.5,1
1121,101,6.1,3
1121,107,5.2,1
1121,109,5.6,3
1121,111,6.5,1
1121,112,5.2,5
1121,113,7.0,1
1121,114,7.9,1
1121,117,5.4,1
1121,118,5.6,3
1121,125,7.0,1
1121,138,6.0,1
1121,140,7.3,5
1121,142,6.0,1
1121,143,5.6,1
1121,150,6.1,1
1121,151,5.2,2
1121,152,6.1,4
1121,162,5.9,1
1122,1,6.3,3
1122,9,7.7,4
1122,23,5.7,1
1122,37,8.4,4
1122,38,8.5,3
1122,42,7.4,3
1122,54,7.0,2
1122,59,6.4,2
1122,69,5.1,3
1122,74,6.6,3
1122,75,6.6,5
1122,79,5.9,4
1122,80,6.6,1
1122,83,5.8,2
1122,88,7.5,2
1122,92,6.1,3
1122,96,6.2,5
1122,98,7.2,4
1122,101,5.8,5
1122,102,5.8,4
1122,107,6.6,2
1122,111,6.1,2
1122,113,5.6,2
1122,114,7.2,3
1122,124,5.9,4
1122,125,5.9,1
1122,131,6.5,4
1122,138,7.2,4
1122,140,6.5,5
1123,4,5.9,1
1123,59,5.6,1
1123,92,5.6,5
1123,108,6.0,5
1124,29,4.8,1
1124,34,4.9,2
1124,49,5.7,3
1124,70,5.0,3
1124,92,5.0,5
1124,110,5.3,2
1124,131,5.0,5
1124,162,4.9,2
1125,33,5.4,4
1125,59,5.6,1
1125,80,5.6,5
1125,88,5.7,4
1125,97,5.4,5
1125,110,5.7,2
1125,111,5.2,4
1125,118,5.7,2
1125,123,6.4,1
1126,82,5.0,1
1126,113,4.8,1
1126,143,5.7,3
1127,1,5.9,2
1127,14,5.6,3
1127,33,5.1,2
1127,38,6.5,5
1127,41,5.8,2
1127,57,5.4,3
1127,59,5.5,4
1127,80,5.6,4
1127,83,5.8,1
1127,88,6.5,3
1127,96,6.3,3
1127,98,6.0,3
1127,107,6.6,2
1127,113,5.4,5
1127,124,5.8,2
