Cmpd_ID,PUBCHEM_SID,Canonical_Smiles,External_Cmpd_ID,External_Source,Cluster,ClusterSize,Cluster_MCSS,Molecular_Weight,ALogP,Num_H_Acceptors,Num_H_Donors,tPSA,Promiscuity_1uM,CDK7,CDK8,CDK9,CHEK1,CLK2,CSF1R,CSNK1A1,DAPK3,DYRK1A,DYRK1B,FGFR1,FLT1,FLT3,FYN,GPRK5,GSK3A,GSK3B,IGF1R,IKBKE,JAK2,JAK3,KDR,LCK,LIMK1,LRRK2,LTK,MAP2K1,MAP2K2,MAP4K2,MAP4K4,MAPK14,MAPK8,MAPK9,MST1R,NEK2,NTRK1,NTRK2,NTRK3,PAK4,PDGFRA,PDGFRB,PIM1,PRKAA1,PRKACA,PRKCN,PRKCQ,PRKX,PTK2,RET,ROCK1,RPS6KA3,STK12,STK6,TAO1,TBK1,TYRO3,CLK4,MET,CDC2L6,ITK,PLK1,PLK4,PIM3,AKT1,AKT2,AKT3,INSR,PLK3,EGFR,ERBB2,FGFR3,KIT,PIM2,PTK6,TYK2,HCK,MAP3K10,ROCK2,SGK,CAMKK2,MAPK10,MARK3,MARK4,MELK,ROS1,SIK2,STK3,BLK,CAMK1,CAMK2D,CAMK2G,CDC42BPA,CDC7,CDK2,CHEK2,CSNK1G1,CSNK1G2,CSNK1G3,HIPK2,IRAK1,IRAK4,MAPK1,MINK,MKNK2,NEK4,PDPK1,PHKG2,PKN2,PRKCD,PRKCG,PRKD2,RPS6KA5,RPS6KB1,SRC,STK17A,STK22B,STK22D,CDC2,CSNK2A1,DYRK3,HIPK4,KIAA1811,MAPKAPK2,PAK1,PRKCI,FRK,MAP4K5,TOPK,FER,SLK,CAMK2B,CSNK1D,DCAMKL1,DYRK4,EPHA2,ERBB4,MAPK12,MAPK13,MAPKAPK3,SRPK1,ZAK,MAPKAPK5,MATK,PRKG1,PRKG2,SRMS,AXL,CHUK,FES,FLT4,LYN,MARK2,PRKCZ,PTK2B,SYK,IKBKB,EEF2K,WEE1,BRAF,BMX,RPS6KA4,STK33,PASK,NLK,ALK,BTK,CAMK1D,CAMK2A,CDK5,ABL1,ACK1,ACVR1
30,103904199,CN(C)C1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,370.87911,3.37,5,2,69.72,0.55,7,7.8,8.3,,7.4,6.3,6.6,7.2,7.4,7.6,< 5.4,< 5.4,5.8,< 5.2,6.2,6.1,5.8,< 5.6,5.6,5.9,5.8,5.9,5.3,,7.8,6.3,6.7,6.5,6.5,7.4,< 5.4,6,< 5.4,7.1,,< 5.5,5.8,5.7,7.3,< 5.6,6,6.6,7.1,7.6,7.8,8.1,7.6,< 5.2,5.6,8.9,7.2,6.1,< 5.8,< 5.2,5.7,< 5.5,8.6,,,,,,,,,,,,,,,< 5.4,,,,,,8.6,,,,,,8.5,,,7.1,,,5.9,,,9.5,7.6,,,,,7.2,,,,7.5,,,,,8,,,,,,,6.9,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.8,,,,,,,,,,5.8,< 5.2,< 5.6,6.4,8,< 5.4,< 5.4,5.6
32,103904200,N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,342.82595,2.402,5,3,92.51,0.71,7.3,8.3,,,8.1,6.9,7.8,7.3,7.6,7.8,5.4,< 5.4,8.2,< 5.2,6.2,6.4,6.4,< 5.6,5.6,6.1,6.8,6.1,5.5,,8.7,6.9,7.7,7.5,7.2,7.7,5.7,5.9,5.5,7.2,,< 5.5,6.1,5.8,7.4,5.9,6.3,6.9,7.4,8.1,8.3,9.1,8.5,< 5.2,5.7,8.9,7.9,6.6,,,,,9,,,,,,,,,,,,,,,< 5.4,,,,,,8.7,,,,,,8.5,,,7.1,,,6.6,,,9.5,7.5,,,,,7.4,,,,7.7,,,,,,,,,,,,7.5,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.8,,,,,,,,,,6.2,< 5.2,< 5.6,6.7,8.5,5.8,5.7,6.2
38,103904201,C(Nc1cc(ncn1)c2c[nH]c3ncccc23)c4ccccc4,11565683,PubChem,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,301.3452,2.799,4,2,66.48,0.62,,,,6.8,,6.7,,,,,6.1,< 6.4,6.6,,,,8.1,< 5.7,,7.2,7.5,6.5,,,,,,,,,,,,,,,,,,,,7,,7.2,,,,,6.5,,,,,,,,8.3,5.7,,< 5.8,5.8,6.3,6.6,6,5.5,6.1,5.7,< 5.1,6.2,< 5.8,< 5.7,6,< 5.8,6.1,7,,,8.4,,,,,,,,,,,,,,,8.5,7.8,,,,,7,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.5,,,,,,,
41,103904202,NC1CCCCC1Nc2nccc(n2)c3c[nH]c4ncccc34,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,308.3809,1.799,5,3,92.51,0.53,8.2,,7.5,5.9,7.4,< 5.6,6,7.4,8.1,,< 5.3,< 6.4,6.5,< 6.1,,6.8,6.7,< 5.7,,6.1,5.9,5.1,< 5.6,,,,,,7.1,7.5,,< 5.5,< 5.4,,< 5.0,6.2,< 5.3,6.8,7,,,6.3,6.1,7.6,7.1,,7.5,,6.6,8.3,7,5.9,,5.4,,< 5.7,8.2,< 5.5,,< 5.8,< 5.1,5.5,6.3,6.2,5.8,6.3,< 5.3,< 5.1,< 5.7,< 5.8,< 5.7,< 5.9,6,< 5.6,< 5.7,,,,5.8,,,6.8,,7,< 5.7,,6.6,< 5.8,< 5.7,7.4,7.1,7.2,8,7.9,< 5.8,6.5,6.4,6.6,7.6,7.4,8.3,6.3,6.9,6.9,5.5,6.5,6.8,6.6,6.7,6.6,6.3,,6.3,< 5.7,6.1,7,7.8,6.8,< 5.2,6.9,5.8,5.3,< 5.1,5.5,6.7,5.8,6.6,6.2,5.8,6.5,6.5,6.1,5.5,6.8,< 5.5,< 5.4,6.3,6.4,< 5.0,5.9,< 5.1,< 5.8,< 5.7,6.8,5.9,< 5.8,,,5.9,,,,7.1,,< 5.8,,,,,,,,,,< 5.9,< 5.9,,,7.3,< 6.2,,
42,103904203,N[C@@H]1CC[C@H](CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,308.3809,1.529,5,3,92.51,0.57,8.4,,,5.7,8.3,7,7.3,6.8,8.5,,5.4,< 6.4,7.2,< 6.1,,6.8,6.7,< 5.7,,6.6,6.4,< 5.1,6.6,,,,,,7.3,7.2,,7,6.9,,< 5.0,6.4,< 5.3,7,6.5,,,6.6,6.9,7.3,8.2,,8.2,,< 5.9,,8.3,5.7,,6.5,,< 5.7,,< 5.5,,6.2,< 5.1,< 5.4,6.7,5.9,5.4,6.2,6.3,< 5.1,< 5.7,< 5.8,< 5.7,< 5.9,6.3,< 5.6,6.1,,,,7.3,,,7.3,,6.9,< 5.7,,7.4,< 5.8,< 5.9,,8.4,,8.3,,< 5.8,7,6.8,7.3,7.8,6.9,7.3,5.8,6.6,6.6,5.7,5.9,7,,8.5,6.8,7.6,,6.3,< 5.7,7.5,6.1,7.2,8.2,5.6,7.2,5.6,5.3,6.1,5.1,7.5,6.3,7.6,6.2,6,6.4,7.1,7.6,6,5.8,< 5.5,< 5.4,6.1,6,< 5.0,6,< 5.1,< 5.8,< 5.7,7,6.4,< 5.8,,,< 5.7,,,,7.6,,< 5.8,,,,,,,,,,< 5.9,< 5.9,,,,< 6.2,,
46,103904204,Clc1cc(NC2CCCCC2)nc(n1)c3c[nH]c4ncccc34,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,327.81131,4.092,4,2,66.48,0.24,< 5.2,5.5,< 5.4,6,< 5.5,< 5.8,< 5.3,5.6,6.2,6.3,< 5.4,< 6.4,< 5.7,< 6.1,< 5.4,5.9,5.9,< 5.7,< 5.5,< 5.6,< 5.7,< 5.7,< 5.4,,5.6,< 5.6,6.6,,6.4,< 6.7,< 5.4,5.6,5.5,6.1,5.2,< 5.6,< 5.3,6.7,6.1,,,< 5.4,< 5.7,6.4,< 5.6,,6.3,< 5.2,< 5.7,< 7.0,6,6,< 5.8,< 5.2,< 5.5,< 5.6,6.8,< 5.5,,< 5.8,6.3,< 5.4,5.2,5.7,5.3,< 5.0,< 5.3,5.4,6.1,< 5.8,< 5.7,< 5.9,< 5.7,,5.8,,,< 6.5,6.1,,,6.1,,6.5,6.7,,6,6.4,< 6.0,< 5.5,5.8,7.4,8.7,< 5.8,6.5,5.6,5.9,5.7,6.2,5.6,5.9,5.1,8.2,5.9,5.6,7.1,< 5.3,6.9,6.5,6.3,5.8,,6.3,< 5.7,< 5.6,< 5.8,6.6,5.5,6.6,7,5.9,5.7,5.6,5.8,6,< 5.6,5.9,5.2,6.4,6.3,5.5,5.9,< 5.0,5.9,< 5.5,< 5.4,5.4,5.7,< 5.0,< 5.1,< 5.1,< 5.8,< 5.7,6.3,< 5.8,< 5.8,,,< 5.7,6,6.2,,5.9,,6.5,,,,,,,,,,< 5.4,< 5.4,< 5.6,< 5.5,< 5.4,< 6.2,< 5.4,< 5.4
68,103904205,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,44415977,PubChem,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,293.36625,3.055,4,2,66.48,0.53,,,,< 5.1,,7,,,,,< 5.3,6.4,7.4,,,,7.5,< 5.7,,6.9,6.8,6.2,,,,,,,,8.4,,,,,,,,,,,,6.3,,7.3,,,,,< 5.9,,,,,,,,,< 5.5,,6.3,< 5.1,6.3,6.5,< 5.1,< 5.1,5.6,6.8,< 5.1,< 5.7,< 5.8,< 5.7,< 5.9,< 5.8,< 5.6,6.5,,,,,,,,,,,,,,,,,,9,,,,,,8.2,,7.3,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
70,103904206,OC[C@@H](NC(=O)N1CCC(=CC1)c2c[nH]c3ncccc23)c4ccccc4,45107775,PubChem,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,362.42498,2.076,3,3,81.25,0.16,,,,5.8,5.9,< 5.6,< 5.2,< 5.9,6.2,,5.3,< 6.4,6.1,< 6.1,,5.6,5.8,< 5.7,,< 5.8,5.8,< 5.1,< 5.6,,,,,,6.4,6.8,,< 5.5,< 5.4,,5.1,< 5.6,< 5.3,< 5.9,< 5.3,,,5.3,6.7,6.9,,,,< 5.8,< 5.9,6.6,5.9,6.1,< 5.8,< 5.0,,< 5.7,7.2,< 5.5,,< 5.8,,< 5.4,< 5.1,< 5.1,< 5.1,5.2,< 5.3,,< 5.7,< 5.8,< 5.7,< 5.9,< 5.8,,< 5.7,,,7.4,6.4,,,5.5,,5.8,< 5.7,,5.6,< 5.8,< 5.3,5.3,< 5.2,5.7,< 5.9,5.8,5.9,< 5.2,< 5.1,< 5.2,5.5,5.2,5.6,6.2,6.4,5.7,5.5,< 5.4,< 5.3,6.6,5.8,5.7,5.8,6.6,6.5,< 5.7,6,< 5.8,6.1,5.7,< 5.2,,5.4,5.8,< 5.1,< 5.0,< 5.3,5.7,5.7,,< 5.8,5.6,5.3,5.2,< 5.0,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,< 5.8,< 5.7,7,6.4,< 5.8,6.6,,,5.5,< 5.8,5.5,< 5.1,< 5.8,< 5.8,,< 5.4,,,,,,,,< 5.9,< 5.9,,,5.6,< 6.2,,
74,103904207,CC(C)(C)Nc1ncnc2[nH]cc(c3ccccc3)c12,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,266.34092,3.341,3,2,53.6,0.25,< 5.4,7.5,< 5.8,,6.2,< 5.6,< 5.4,< 5.3,5.9,6.4,< 5.4,< 5.4,< 5.5,< 5.2,< 5.4,6.3,6.2,< 5.6,< 5.5,< 5.6,< 5.3,< 5.6,< 5.2,,6.8,5.8,6,5.8,6.4,5.5,< 5.4,5.4,< 5.4,6.5,,5.6,6.1,6.2,6,< 5.6,,< 5.2,< 5.5,6.5,5.7,6.2,< 5.5,5.6,< 5.5,6.5,5.5,,< 5.8,5.5,< 5.5,< 5.5,7.5,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,< 5.2,< 5.6,5.8,7,,< 5.4,< 5.4
77,103904208,Nc1nc(Cl)cc(n1)c2c[nH]c3ncccc23,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,245.66772,1.988,4,2,80.48,0.39,7.6,8.9,7.9,,7.8,< 5.6,5.4,6.6,8.3,8.7,< 5.4,< 5.4,< 5.5,< 5.2,6.7,7.3,7.5,< 5.6,< 5.5,< 5.6,< 5.3,< 5.6,< 5.2,,7.1,< 5.6,6.4,6,6.1,6.4,< 5.4,5.6,< 5.4,5.7,,< 5.5,< 5.4,< 5.5,5.6,< 5.6,,6,< 5.5,7.7,6.6,6.9,7,< 5.2,< 5.5,8.5,6.1,,< 5.8,6.4,< 5.5,< 5.5,9.2,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,< 5.2,< 5.6,5.7,8.2,,< 5.4,< 5.4
81,103904209,OCC(CO)Nc1ncnc2[nH]cc(c3ccccc3)c12,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,284.31314,1.36,5,4,94.06,0.25,,,,5.2,7.3,< 5.6,< 5.2,< 5.9,6.7,,5.8,< 6.4,5.7,6.2,,6.4,5.8,< 6.0,,6.3,6.4,5.8,6,5.7,,,,,6.8,6.4,,< 5.5,< 5.4,,< 5.0,6.4,5.4,,< 5.3,,,< 5.0,6,5.8,5.6,,< 5.8,< 5.8,,5.7,< 5.1,5.4,< 5.7,5.2,,,8.1,< 5.5,,< 5.8,< 5.1,< 5.4,,< 5.1,< 5.1,< 5.0,5.5,< 5.1,< 5.7,< 5.8,5.9,< 5.9,< 5.8,,< 5.7,,,5.8,5.1,,,6.7,,6,,,6.9,6.3,< 5.2,7.1,6.7,5.1,6.6,6.6,< 5.7,< 5.2,< 5.1,,< 5.5,5.4,6.8,5.4,5.8,5.3,< 5.2,5.9,5.7,6.2,5.7,5.2,5.5,5.8,6.2,< 5.3,,5.9,6.2,6.4,< 5.2,6,< 5.1,6.1,5.7,< 5.0,,,6.4,< 5.0,,7.1,5.8,< 5.1,< 5.0,,< 5.1,< 5.4,< 5.2,< 5.1,< 5.0,5.5,< 5.1,< 5.8,,< 5.7,< 5.8,,6.7,5.6,,5.5,6.1,6.7,< 5.1,6.2,,5.5,< 5.4,,,,,,6,,,,,,6.7,< 6.2,,
84,103904210,COc1cccc(c1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,343.37858,3.458,3,2,67.01,0.12,,,,< 5.1,6,< 5.6,< 5.2,< 5.9,6.3,,5.4,< 6.4,6.4,< 6.1,,5.9,6.3,< 5.7,,< 5.8,< 5.8,,5.8,,,,,,5.6,6.8,,,< 5.4,,5,5.9,5.4,7.7,< 5.3,,,< 5.0,< 5.8,< 5.1,5.6,,< 5.8,< 5.8,< 5.9,5.1,5.2,5.4,< 5.8,< 5.0,,< 5.7,6.7,< 5.5,,< 5.8,< 5.1,< 5.4,< 5.1,< 5.1,< 5.1,< 5.0,< 5.3,< 5.1,< 5.7,< 5.8,< 5.7,< 5.9,< 5.8,5.7,< 5.7,,,6.2,5.7,,,5.9,,5.9,< 5.7,,6.8,6.9,< 5.3,5.9,6.2,< 5.0,< 5.9,< 5.1,< 5.8,6,5.2,< 5.2,< 5.5,5.3,5.6,< 5.1,6,5.8,6.2,< 5.4,< 5.3,6,5.4,< 5.1,5.7,< 5.7,5.3,< 5.7,< 5.4,< 5.8,< 5.8,5.2,5.5,6.4,5.5,5.2,< 5.1,< 5.0,< 5.3,< 5.6,5.6,< 5.0,< 5.8,6.1,5.8,5.4,< 5.0,5.4,< 5.5,6.1,< 5.2,< 5.1,< 5.0,5.3,5.4,< 5.8,< 5.7,< 5.7,< 5.8,6.4,6.1,,< 5.7,5.6,< 5.8,5.9,< 5.1,< 5.8,6,,< 5.4,,,,,,,,< 5.9,< 5.9,,,5.1,< 6.2,,
85,103904211,COc1ccc(cc1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,343.37858,3.458,3,2,67.01,0.11,,,,< 5.1,5.9,5.7,< 5.2,< 5.9,6.1,,< 5.3,,6.8,< 6.1,,5.7,5.7,< 5.7,,< 5.8,< 5.8,,< 5.6,,,,,,5.4,6.7,,,5.5,,< 5.0,5.8,< 5.3,7.1,< 5.3,,,< 5.0,< 5.8,< 5.1,5.8,,< 5.8,< 5.8,< 5.9,5.5,< 5.1,5.3,< 5.8,< 5.0,,< 5.7,6.7,< 5.5,,< 5.8,< 5.1,< 5.4,< 5.1,< 5.1,< 5.1,< 5.0,< 5.3,< 5.1,6,< 5.8,< 5.7,< 5.9,< 5.8,6.1,< 5.7,,,6.2,5,,,5.9,,5.8,< 5.7,,6.5,6,< 5.3,5.9,6.1,5.1,< 5.9,< 5.1,< 5.8,6.2,< 5.1,< 5.2,< 5.5,5.2,5.8,< 5.1,6.1,5.7,6.1,< 5.4,< 5.3,5.9,5.3,< 5.1,5.7,< 5.7,< 5.2,< 5.7,< 5.4,< 5.8,< 5.8,5.3,5.7,5.6,5.4,5,< 5.1,< 5.0,< 5.3,< 5.6,6.3,< 5.0,< 5.8,5.9,5.8,5.2,5,5.6,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,5.3,5.3,< 5.8,< 5.7,< 5.7,< 5.8,< 5.8,6.4,,5.9,5.4,< 5.8,5.8,< 5.1,< 5.8,5.9,,< 5.4,,,,,,,,< 5.9,< 5.9,,,5.1,,,
86,103904212,OCCCNc1ncnc2[nH]cc(c3ccccc3)c12,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,268.31374,1.933,4,3,73.83,0.21,,,,< 5.1,6.7,< 5.7,< 5.2,< 5.9,6.7,,5.6,< 6.4,5.8,6.6,,5.9,5.8,< 5.9,,< 5.9,6.3,5.4,6,5.8,,,,,6.5,7.2,,< 5.5,< 5.4,,< 5.0,< 5.7,< 5.5,6.8,< 5.5,,,< 5.0,5.8,5.4,5.9,,< 5.8,< 5.8,< 5.9,5.4,< 5.4,6,6.1,< 5.0,,< 5.7,7.7,< 5.5,,< 5.8,< 5.1,5.9,< 5.1,< 5.1,< 5.1,< 5.0,< 5.3,< 5.1,< 5.7,< 5.8,5.8,< 5.9,< 5.8,< 5.6,< 5.7,,,5.6,< 5.1,,,6.2,,5.9,6.1,,6.9,< 6.0,< 5.2,6.8,6.6,< 5.1,6.4,6.2,< 5.4,< 5.2,< 5.1,< 5.2,5.5,5.1,6.7,< 5.1,6.5,5.8,5.2,5.5,5.7,5.8,5.6,5.5,< 5.2,6,6.1,< 5.7,6.2,< 5.8,6.2,6,< 5.2,5.5,< 5.1,5.7,< 5.3,< 5.0,< 5.3,6.1,6.6,< 5.0,< 5.8,7.4,6,5.4,< 5.0,< 5.1,< 5.3,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,< 5.8,< 5.7,< 5.7,< 5.8,< 5.8,6.6,6.1,< 5.7,5.6,< 5.9,6.4,< 5.1,6.1,6,< 5.5,< 5.4,,,,,,,,< 5.9,< 5.9,,,6.4,< 6.2,,
88,103904213,Clc1ccc(cc1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,347.79765,4.139,2,2,57.78,0.06,,,,< 5.1,5.3,< 5.6,< 5.2,,< 5.3,,< 5.3,,6.1,6.2,,< 5.1,< 5.2,< 5.7,,,< 5.8,5.4,5.8,< 5.2,,,,,6.1,6.7,,< 5.5,< 5.4,,< 5.0,5.7,< 5.3,6.8,< 5.3,,,< 5.0,< 5.8,< 5.1,5.3,,,< 5.8,,< 5.0,< 5.1,< 5.2,< 5.8,< 5.0,,< 5.7,6.5,< 5.5,,< 5.8,< 5.1,< 5.4,< 5.1,< 5.1,< 5.1,< 5.0,< 5.3,< 5.1,5.7,,< 5.7,,,5.9,< 5.7,,,< 5.1,5.3,,,< 5.2,,< 5.8,< 5.7,,< 5.2,,< 5.4,5.7,5.8,< 5.0,,< 5.1,< 5.8,< 5.2,< 5.1,< 5.2,< 5.5,< 5.1,< 5.0,< 5.1,5.8,5.7,< 5.2,< 5.4,< 5.3,6,< 5.1,< 5.1,5.3,< 5.7,< 5.2,< 5.7,< 5.4,< 5.8,< 5.8,< 5.1,< 5.2,< 5.2,< 5.1,< 5.0,< 5.1,< 5.0,< 5.3,6,6,< 5.0,< 5.8,5.6,5.5,< 5.1,< 5.0,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,< 5.8,< 5.7,< 5.7,< 5.8,< 5.8,6.2,,< 5.7,5.2,< 5.8,< 5.1,< 5.1,< 5.8,< 5.8,,< 5.4,,,,,,,,,,,,< 5.0,,,
94,103904214,OC1CCN(CC1)c2ncnc3[nH]cc(c4ccccc4)c23,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,294.35102,2.196,4,2,65.04,0.29,,,,5.4,,< 5.6,,< 5.9,6.4,,5.8,< 6.4,< 5.6,6.1,,5.9,5.8,< 6.0,,6.4,7.2,6,6.1,6.2,,,,,,,,< 5.5,< 5.4,,< 5.0,6.2,5.9,,5.4,,,5.1,5.9,5.9,,,,,,5.8,< 5.1,6.4,6.8,,,,,5.8,,< 5.8,< 5.1,6.6,,< 5.1,< 5.1,< 5.0,5.7,< 5.1,5.8,< 5.8,6.2,,< 5.8,,< 5.7,,,6.3,5.4,,,6.9,,,,,7.6,6.2,< 5.1,,,5.3,7.9,6.6,5.4,,,,,,6.4,5.3,,,,5.8,,,6.2,5.9,5.7,,6.4,< 5.4,,,,6.5,< 5.2,,,,5.9,< 5.0,,,,,,,,< 5.1,,,< 5.1,< 5.4,5.2,< 5.1,< 5.0,,,,,,,,,< 5.4,,5.8,6,6.9,< 5.1,,,< 5.5,,,,,,,,,,,,,6.5,< 6.2,,
105,103904215,Brc1cnc2[nH]cc(c3ccccc3)c2c1,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,273.12796,3.438,1,1,28.68,0.3,< 5.8,,,< 5.1,6.4,< 5.6,< 5.2,< 5.9,6.8,,5.3,6.6,7.6,< 6.1,,< 5.1,< 5.2,5.8,,6.2,6.3,6,< 5.6,5.5,,,,,7.7,8.1,,5.7,< 5.4,,< 5.0,< 5.6,5.5,7.3,< 5.3,,,< 5.0,< 5.8,< 5.1,6.3,,< 5.8,< 5.8,< 5.9,< 5.0,< 5.1,6.8,6.5,5.8,< 5.8,< 5.7,7.1,< 5.5,< 4.0,6.7,< 5.1,5.8,< 5.1,< 5.1,< 5.1,< 5.0,6.2,< 5.1,< 5.7,< 5.8,< 5.7,< 5.9,< 5.8,< 5.6,< 5.7,,,5.2,5.8,,,6.4,,< 5.8,6.2,,6.6,< 5.8,< 5.3,6.5,6.5,< 5.0,< 5.9,6.6,< 5.8,< 5.2,< 5.1,< 5.2,6,6.5,6.4,< 5.1,7.4,6.3,6.2,< 5.4,6.6,6,< 5.1,5.3,6.3,< 5.7,< 5.2,< 5.7,6.4,< 5.8,< 5.8,6.4,6.1,< 5.2,6.4,< 5.0,< 5.1,< 5.0,< 5.3,5.7,7.3,5.8,6.9,6.8,6.4,< 5.1,< 5.0,< 5.1,< 5.5,,< 5.2,< 5.1,< 5.0,< 5.1,6.2,< 5.8,< 5.7,< 5.7,< 5.8,< 5.8,< 5.7,,6.2,5.7,< 5.8,6.1,< 5.1,< 5.8,6.1,,,,,,,,< 5.8,,< 5.9,< 5.9,,,6.6,< 6.2,,
108,103904216,O[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,343.81071,2.856,5,3,86.72,0.42,< 5.2,6.3,6.6,6,6.1,6.7,< 5.6,6.5,7.3,6.5,< 5.7,< 5.8,6,< 6.1,< 5.4,7.5,7.2,< 5.7,< 5.5,6.8,6.7,5.9,< 5.5,,7.5,< 5.6,7.5,,8.1,< 7.9,,5.6,5.5,,5.4,< 5.6,< 5.3,6.4,7,< 5.8,,6,6.7,6.9,6.8,7,6.4,< 5.2,< 5.6,7.5,7.1,6.5,,5.6,< 5.5,< 5.6,7.7,< 5.7,,< 5.8,< 5.3,< 5.6,5.9,< 5.3,< 5.1,< 5.2,< 5.4,5.4,6.2,6,< 5.7,< 5.6,6.6,,< 5.9,< 5.5,7.1,7.9,6,< 5.6,< 5.5,6.4,6.4,6.7,6.1,6.4,7.3,< 6.1,< 5.8,< 5.8,6.1,7.7,9,6.6,6.4,5.5,5.3,5.3,7.1,5.9,6.5,< 5.3,8.4,6.2,6.1,7.3,< 5.3,7.9,6.9,6.6,6.5,,6.6,< 5.7,6.2,< 6.0,< 6.0,6,7,7.3,6,5.9,5.9,6.2,6.4,6,7,5.4,6.3,6.9,5.6,6.7,< 5.0,5.8,< 5.5,< 5.4,5.8,5.9,< 5.0,< 5.1,< 5.1,< 5.8,5.8,< 5.9,< 5.8,< 5.8,,,5.9,7.2,< 6.0,,6.2,,6.5,,,,,,,,,,< 5.6,< 5.6,< 5.6,< 5.5,5.8,< 6.2,< 5.4,< 5.4
125,103904217,NC1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,,,1,400,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,342.82595,2.279,5,3,92.51,0.85,7.6,7.6,7.8,,7.8,,6.7,7.9,7.4,,,,8.9,,,5.7,5.5,,,5.9,7.4,,,,,,,,6.7,7.6,,,,,,,,,7,,,6.9,,8,7.5,,8.3,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,8.9,,,7.5,,,6.6,,,9,6.8,,,,,7.2,,,,7.7,,,,,8.6,,,,,,,7.5,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.8,,,,,,,,,,,,,,6.9,,,
